rule_order,rule_description,target_schema,target_table,target_column,map_type,map_order,source_schema,source_table,source_value
30,raw.vt_medical_claims to std.visit_occurrence6,std,visit_occurrence,x_provider_source_value,VALUE,10,,,vt_medical_claims.attending_provider_id
30,raw.vt_medical_claims to std.visit_occurrence6,std,visit_occurrence,care_site_source_value,VALUE,11,,,vt_medical_claims.attending_provider_id||'-'||vt_provider.provider_type_code||'-'||vt_provider.provider_organization_type
31,raw.vt_medical_claims to std.visit_occurrence7,std,visit_occurrence,x_visit_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.recipient_unique_id,vt_medical_claims.claim_begin_date_of_service"
31,raw.vt_medical_claims to std.visit_occurrence7,std,visit_occurrence,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
31,raw.vt_medical_claims to std.visit_occurrence7,std,visit_occurrence,,WHERE,3,,,vt_provider.provider_organization_type in('0') AND vt_medical_claims.claim_type_code in('I')
31,raw.vt_medical_claims to std.visit_occurrence7,std,visit_occurrence,x_visit_occurrence_source_identifier,VALUE,4,,,vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service||'-'||'9201'
31,raw.vt_medical_claims to std.visit_occurrence7,std,visit_occurrence,x_data_source_type,VALUE,5,,,'MEDICAID'
31,raw.vt_medical_claims to std.visit_occurrence7,std,visit_occurrence,person_source_value,VALUE,6,,,vt_medical_claims.recipient_unique_id
31,raw.vt_medical_claims to std.visit_occurrence7,std,visit_occurrence,visit_start_date,VALUE,7,,,vt_medical_claims.claim_begin_date_of_service::date
31,raw.vt_medical_claims to std.visit_occurrence7,std,visit_occurrence,visit_end_date,VALUE,8,,,case when vt_medical_claims.claim_begin_date_of_service ~'^[0-9]{4}(-)[0-9]{2}(-)[0-9]{2}.*$' then vt_medical_claims.claim_begin_date_of_service::date else null end
31,raw.vt_medical_claims to std.visit_occurrence7,std,visit_occurrence,place_of_service_source_value,VALUE,9,,,'9201'
31,raw.vt_medical_claims to std.visit_occurrence7,std,visit_occurrence,x_provider_source_value,VALUE,10,,,vt_medical_claims.attending_provider_id
31,raw.vt_medical_claims to std.visit_occurrence7,std,visit_occurrence,care_site_source_value,VALUE,11,,,vt_medical_claims.attending_provider_id||'-'||vt_medical_claims.place_of_service_code||'-'||vt_provider.provider_organization_type
32,raw.vt_medical_claims to std.visit_occurrence8,std,visit_occurrence,x_visit_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.recipient_unique_id,vt_medical_claims.claim_begin_date_of_service"
32,raw.vt_medical_claims to std.visit_occurrence8,std,visit_occurrence,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
32,raw.vt_medical_claims to std.visit_occurrence8,std,visit_occurrence,,WHERE,3,,,"vt_provider.provider_organization_type in('1','2') AND  vt_medical_claims.claim_type_code in('I')"
32,raw.vt_medical_claims to std.visit_occurrence8,std,visit_occurrence,x_visit_occurrence_source_identifier,VALUE,4,,,vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service||'-'||'9201'
32,raw.vt_medical_claims to std.visit_occurrence8,std,visit_occurrence,x_data_source_type,VALUE,5,,,'MEDICAID'
32,raw.vt_medical_claims to std.visit_occurrence8,std,visit_occurrence,person_source_value,VALUE,6,,,vt_medical_claims.recipient_unique_id
32,raw.vt_medical_claims to std.visit_occurrence8,std,visit_occurrence,visit_start_date,VALUE,7,,,vt_medical_claims.claim_begin_date_of_service::date
32,raw.vt_medical_claims to std.visit_occurrence8,std,visit_occurrence,visit_end_date,VALUE,8,,,case when vt_medical_claims.claim_begin_date_of_service ~'^[0-9]{4}(-)[0-9]{2}(-)[0-9]{2}.*$' then vt_medical_claims.claim_begin_date_of_service::date else null end
32,raw.vt_medical_claims to std.visit_occurrence8,std,visit_occurrence,place_of_service_source_value,VALUE,9,,,'9201'
32,raw.vt_medical_claims to std.visit_occurrence8,std,visit_occurrence,x_provider_source_value,VALUE,10,,,vt_medical_claims.attending_provider_id
32,raw.vt_medical_claims to std.visit_occurrence8,std,visit_occurrence,care_site_source_value,VALUE,11,,,vt_medical_claims.attending_provider_id||'-'||vt_provider.provider_type_code||'-'||vt_provider.provider_organization_type
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,condition_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.icn_number,vt_medical_claims.icn_detail_number"
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,,JOIN,2,rz,source_to_concept_map,vt_medical_claims.diagnosis_code = source_to_concept_map.source_code
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,,JOIN,3,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,,WHERE,4,,,vt_medical_claims.diagnosis_code<>'' AND vt_medical_claims.diagnosis_code IS NOT NULL
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,condition_occurrence_source_identifier,VALUE,5,,,vt_medical_claims.icn_number||'-'||vt_medical_claims.icn_detail_number
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,x_data_source_type,VALUE,6,,,'MEDICAID'
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,person_source_value,VALUE,7,,,vt_medical_claims.recipient_unique_id
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,condition_source_value,VALUE,8,,,vt_medical_claims.diagnosis_code
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,condition_source_value_vocabulary,VALUE,9,,,'ICD-9-CM'
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,x_condition_source_desc,VALUE,10,,,NULL
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,condition_start_date,VALUE,11,,,vt_medical_claims.claim_begin_date_of_service::date
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,x_condition_update_date,VALUE,12,,,vt_medical_claims.claim_begin_date_of_service::date
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,condition_end_date,VALUE,13,,,vt_medical_claims.claim_end_date_of_service::date
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,condition_type_source_value,VALUE,14,,,"case when (vt_medical_claims.place_of_service_code in('23') OR vt_medical_claims.claim_type_code in('L','O','P','Q','X')) and vt_medical_claims.icn_detail_number in('0') then '38000230' when (vt_medical_claims.place_of_service_code in('23') OR vt_medical_claims.claim_type_code in('L','O','P','Q','X')) and vt_medical_claims.icn_detail_number<>'0' then '38000215'  when vt_medical_claims.claim_type_code in('I','N') and vt_medical_claims.icn_detail_number in('0') then '38000199' when vt_medical_claims.claim_type_code in('I', 'N') and vt_medical_claims.icn_detail_number<>'0' then '38000183' else NULL end"
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,stop_reason,VALUE,15,,,NULL
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,associated_provider_source_value,VALUE,16,,,case when vt_provider.provider_organization_type in('0') then vt_medical_claims.attending_provider_id||'-'||vt_medical_claims.place_of_service_code||'-'||vt_provider.provider_specialty_code else NULL end
33,raw.vt_medical_claims to std.condition_occurrence,std,condition_occurrence,x_visit_occurrence_source_identifier,VALUE,17,,,"case when vt_medical_claims.place_of_service_code in('23') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9203' when vt_medical_claims.claim_type_code in('L','O','P','Q','X') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9202'  when vt_medical_claims.claim_type_code in('I') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9201' when vt_medical_claims.claim_type_code in('N') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'42898160' else NULL end"
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,drug_exposure_source_identifier,PRIMARY,1,raw,vt_pharmacy_claims,"vt_pharmacy_claims.icn,vt_pharmacy_claims.claim_detail_number"
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,,JOIN,2,rz,source_to_concept_map,vt_pharmacy_claims.ndc = source_to_concept_map.source_code
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,,WHERE,3,,,vt_pharmacy_claims.ndc <> '' AND vt_pharmacy_claims.ndc IS NOT NULL AND vt_pharmacy_claims.from_date_of_service IS NOT NULL 
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,drug_exposure_source_identifier,VALUE,4,,,vt_pharmacy_claims.icn||'-'||vt_pharmacy_claims.claim_detail_number
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,x_data_source_type,VALUE,5,,,'MEDICAID'
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,person_source_value,VALUE,6,,,vt_pharmacy_claims.re_unique_id
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,drug_source_value,VALUE,7,,,vt_pharmacy_claims.ndc
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,drug_source_value_vocabulary,VALUE,8,,,'NDC'
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,drug_exposure_start_date,VALUE,9,,,vt_pharmacy_claims.from_date_of_service::date
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,drug_exposure_end_date,VALUE,10,,,NULL
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,drug_type_source_value,VALUE,11,,,'38000175'
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,stop_reason,VALUE,12,,,NULL
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,refills,VALUE,13,,,NULL
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,quantity,VALUE,14,,,"case when vt_pharmacy_claims.units_of_service ~'^(-)?[0-9]{1,8}(\.?[0-9]+)$' then vt_pharmacy_claims.units_of_service::numeric else null end"
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,days_supply,VALUE,15,,,"case when vt_pharmacy_claims.drug_day_of_supply ~'^(-)?[0-9]{1,4}$' then vt_pharmacy_claims.drug_day_of_supply::numeric else null end"
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,x_drug_name,VALUE,16,,,"substring(source_to_concept_map.source_code_description,1,50)"
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,x_drug_strength,VALUE,17,,,"substring(source_to_concept_map.source_code_description,1,50)"
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,sig,VALUE,18,,,NULL
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,provider_source_value,VALUE,19,,,vt_pharmacy_claims.prescribing_provider_id
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,x_visit_occurrence_source_identifier,VALUE,20,,,NULL
34,raw.vt_pharmacy_claims to std.drug_exposure,std,drug_exposure,relevant_condition_source_value,VALUE,21,,,'0'
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,drug_cost_source_identifier,PRIMARY,1,raw,vt_pharmacy_claims,"vt_pharmacy_claims.icn,vt_pharmacy_claims.claim_detail_number"
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,,JOIN,2,rz,source_to_concept_map,vt_pharmacy_claims.ndc = source_to_concept_map.source_code
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,,WHERE,3,,,vt_pharmacy_claims.ndc <> '' AND vt_pharmacy_claims.ndc IS NOT NULL AND vt_pharmacy_claims.from_date_of_service IS NOT NULL 
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,drug_cost_source_identifier,VALUE,4,,,vt_pharmacy_claims.icn||'-'||vt_pharmacy_claims.claim_detail_number
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,drug_exposure_source_identifier,VALUE,5,,,vt_pharmacy_claims.icn||'-'||vt_pharmacy_claims.claim_detail_number
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,paid_copay,VALUE,6,,,NULL
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,paid_coinsurance,VALUE,7,,,NULL
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,paid_toward_deductible,VALUE,8,,,NULL
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,paid_by_payer,VALUE,9,,,"case when vt_pharmacy_claims.paid_amount ~'^(-)?[0-9]{1,8}(\.?[0-9]+)$' then vt_pharmacy_claims.paid_amount::numeric else null end"
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,paid_by_coordination_benefits,VALUE,10,,,"case when vt_pharmacy_claims.other_insurance_amount ~'^(-)?[0-9]{1,8}(\.?[0-9]+)$' then vt_pharmacy_claims.other_insurance_amount::numeric else null end"
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,total_out_of_pocket,VALUE,11,,,NULL
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,total_paid,VALUE,12,,,NULL
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,ingredient_cost,VALUE,13,,,NULL
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,dispensing_fee,VALUE,14,,,"case when vt_pharmacy_claims.dispensing_fee ~'^(-)?[0-9]{1,8}(\.?[0-9]+)$' then vt_pharmacy_claims.dispensing_fee::numeric else null end"
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,average_wholesale_price,VALUE,15,,,NULL
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,payer_plan_period_source_identifier,VALUE,16,,,NULL
36,raw.vt_pharmacy_claims to std.drug_cost,std,drug_cost,x_data_source_type,VALUE,17,,,'MEDICAID'
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,procedure_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.icn_number,vt_medical_claims.icn_detail_number"
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,,WHERE,3,,,vt_medical_claims.paid_amount<>'' AND vt_medical_claims.paid_amount IS NOT NULL and vt_medical_claims.paid_amount::numeric>0 
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,procedure_occurrence_source_identifier,VALUE,4,,,vt_medical_claims.icn_number||'-'||vt_medical_claims.icn_detail_number
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,x_data_source_type,VALUE,5,,,'MEDICAID'
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,person_source_value,VALUE,6,,,vt_medical_claims.recipient_unique_id
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,procedure_source_value,VALUE,7,,,vt_medical_claims.procedure_code
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,procedure_source_value_vocabulary,VALUE,8,,,'CPT-4'
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,procedure_date,VALUE,9,,,vt_medical_claims.claim_begin_date_of_service::date
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,procedure_type_source_value,VALUE,10,,,"case when (vt_medical_claims.place_of_service_code in('23') OR vt_medical_claims.claim_type_code in('L','O','P','Q','X')) and vt_medical_claims.icn_detail_number in('0') then '38000268' when (vt_medical_claims.place_of_service_code in('23') OR vt_medical_claims.claim_type_code in('L','O','P','Q','X')) and vt_medical_claims.icn_detail_number<>'0' then '38000266'  when vt_medical_claims.claim_type_code in('I','N') and vt_medical_claims.icn_detail_number in('0') then '38000250' when vt_medical_claims.claim_type_code in('I', 'N') and vt_medical_claims.icn_detail_number<>'0' then '38000248' else NULL end"
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,provider_record_source_value,VALUE,11,,,case when vt_provider.provider_organization_type in('0') then vt_medical_claims.attending_provider_id||'-'||vt_medical_claims.place_of_service_code||'-'||vt_provider.provider_specialty_code else NULL end
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,x_visit_occurrence_source_identifier,VALUE,12,,,"case when vt_medical_claims.place_of_service_code in('23') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9203' when vt_medical_claims.claim_type_code in('L','O','P','Q','X') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9202'  when vt_medical_claims.claim_type_code in('I') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9201' when vt_medical_claims.claim_type_code in('N') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'42898160' else NULL end"
39,raw.vt_medical_claims to std.procedure_occurrence1,std,procedure_occurrence,relevant_condition_source_value,VALUE,13,,,vt_medical_claims.diagnosis_code
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,procedure_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.icn_number,vt_medical_claims.icn_detail_number"
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,,WHERE,3,,,vt_medical_claims.paid_amount<>'' AND vt_medical_claims.paid_amount IS NOT NULL and vt_medical_claims.paid_amount::numeric<>0 
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,procedure_occurrence_source_identifier,VALUE,4,,,vt_medical_claims.icn_number||'-'||vt_medical_claims.icn_detail_number
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,x_data_source_type,VALUE,5,,,'MEDICAID'
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,person_source_value,VALUE,6,,,vt_medical_claims.recipient_unique_id
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,procedure_source_value,VALUE,7,,,vt_medical_claims.procedure_code
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,procedure_source_value_vocabulary,VALUE,8,,,'HCPCS'
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,procedure_date,VALUE,9,,,vt_medical_claims.claim_begin_date_of_service::date
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,procedure_type_source_value,VALUE,10,,,"case when (vt_medical_claims.place_of_service_code in('23') OR vt_medical_claims.claim_type_code in('L','O','P','Q','X')) and vt_medical_claims.icn_detail_number in('0') then '38000268' when (vt_medical_claims.place_of_service_code in('23') OR vt_medical_claims.claim_type_code in('L','O','P','Q','X')) and vt_medical_claims.icn_detail_number<>'0' then '38000266'  when vt_medical_claims.claim_type_code in('I','N') and vt_medical_claims.icn_detail_number in('0') then '38000250' when vt_medical_claims.claim_type_code in('I', 'N') and vt_medical_claims.icn_detail_number<>'0' then '38000248' else NULL end"
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,provider_record_source_value,VALUE,11,,,case when vt_provider.provider_organization_type in('0') then vt_medical_claims.attending_provider_id||'-'||vt_medical_claims.place_of_service_code||'-'||vt_provider.provider_specialty_code else NULL end
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,x_visit_occurrence_source_identifier,VALUE,12,,,"case when vt_medical_claims.place_of_service_code in('23') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9203' when vt_medical_claims.claim_type_code in('L','O','P','Q','X') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9202'  when vt_medical_claims.claim_type_code in('I') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9201' when vt_medical_claims.claim_type_code in('N') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'42898160' else NULL end"
40,raw.vt_medical_claims to std.procedure_occurrence2,std,procedure_occurrence,relevant_condition_source_value,VALUE,13,,,vt_medical_claims.diagnosis_code
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,procedure_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.icn_number,vt_medical_claims.icn_detail_number"
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,,JOIN,3,rz,source_to_concept_map,vt_medical_claims.diagnosis_code = source_to_concept_map.source_code
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,,JOIN,4,rz,concept,source_to_concept_map.target_concept_id = concept.concept_id
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,,WHERE,5,,,vt_medical_claims.paid_amount<>'' AND vt_medical_claims.paid_amount IS NOT NULL and vt_medical_claims.paid_amount::numeric<>0 AND source_to_concept_map.mapping_type = 'CONDITION-PROCEDURE'
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,procedure_occurrence_source_identifier,VALUE,6,,,vt_medical_claims.icn_number||'-'||vt_medical_claims.icn_detail_number
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,x_data_source_type,VALUE,7,,,'MEDICAID'
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,person_source_value,VALUE,8,,,vt_medical_claims.recipient_unique_id
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,procedure_source_value,VALUE,9,,,vt_medical_claims.diagnosis_code
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,procedure_source_value_vocabulary,VALUE,10,,,'ICD-9-CM'
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,procedure_date,VALUE,11,,,vt_medical_claims.claim_begin_date_of_service::date
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,procedure_type_source_value,VALUE,12,,,"case when (vt_medical_claims.place_of_service_code in('23') OR vt_medical_claims.claim_type_code in('L','O','P','Q','X')) and vt_medical_claims.icn_detail_number in('0') then '38000268' when (vt_medical_claims.place_of_service_code in('23') OR vt_medical_claims.claim_type_code in('L','O','P','Q','X')) and vt_medical_claims.icn_detail_number<>'0' then '38000266'  when vt_medical_claims.claim_type_code in('I','N') and vt_medical_claims.icn_detail_number in('0') then '38000250' when vt_medical_claims.claim_type_code in('I', 'N') and vt_medical_claims.icn_detail_number<>'0' then '38000248' else NULL end"
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,provider_record_source_value,VALUE,13,,,case when vt_provider.provider_organization_type in('0') then vt_medical_claims.attending_provider_id||'-'||vt_medical_claims.place_of_service_code||'-'||vt_provider.provider_specialty_code else NULL end
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,x_visit_occurrence_source_identifier,VALUE,14,,,"case when vt_medical_claims.place_of_service_code in('23') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9203' when vt_medical_claims.claim_type_code in('L','O','P','Q','X') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9202'  when vt_medical_claims.claim_type_code in('I') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'9201' when vt_medical_claims.claim_type_code in('N') then vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service::date||'-'||'42898160' else NULL end"
41,raw.vt_medical_claims to std.procedure_occurrence3,std,procedure_occurrence,relevant_condition_source_value,VALUE,15,,,vt_medical_claims.diagnosis_code
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,procedure_cost_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.icn_number,vt_medical_claims.icn_detail_number"
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,,WHERE,3,,,vt_medical_claims.paid_amount<>'' AND vt_medical_claims.paid_amount IS NOT NULL and vt_medical_claims.paid_amount<>'0'
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,procedure_cost_source_identifier,VALUE,4,,,vt_medical_claims.icn_number||'-'||vt_medical_claims.icn_detail_number
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,procedure_occurrence_source_identifier,VALUE,5,,,vt_medical_claims.icn_number||'-'||vt_medical_claims.icn_detail_number
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,paid_copay,VALUE,6,,,vt_medical_claims.copay_amount::numeric
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,paid_coinsurance,VALUE,7,,,NULL
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,paid_toward_deductible,VALUE,8,,,NULL
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,paid_by_payer,VALUE,9,,,vt_medical_claims.paid_amount::numeric
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,paid_by_coordination_benefits,VALUE,10,,,vt_medical_claims.other_insurance_amount::numeric
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,total_out_of_pocket,VALUE,11,,,NULL
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,total_paid,VALUE,12,,,NULL
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,disease_class_source_value,VALUE,13,,,NULL
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,revenue_code_source_value,VALUE,14,,,vt_medical_claims.revenue_code
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,payer_plan_period_source_identifier,VALUE,15,,,NULL
43,raw.vt_medical_claims to std.procedure_cost1,std,procedure_cost,x_data_source_type,VALUE,16,,,'MEDICAID'
44,raw.vt_medical_claims to std.procedure_cost2,std,procedure_cost,procedure_cost_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.icn_number,vt_medical_claims.icn_detail_number"
44,raw.vt_medical_claims to std.procedure_cost2,std,procedure_cost,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
44,raw.vt_medical_claims to std.procedure_cost2,std,procedure_cost,,JOIN,3,rz,source_to_concept_map,vt_medical_claims.diagnosis_code = source_to_concept_map.source_code
44,raw.vt_medical_claims to std.procedure_cost2,std,procedure_cost,,JOIN,4,rz,concept,source_to_concept_map.target_concept_id = concept.concept_id
44,raw.vt_medical_claims to std.procedure_cost2,std,procedure_cost,,WHERE,5,,,vt_medical_claims.paid_amount<>'' AND vt_medical_claims.paid_amount IS NOT NULL and vt_medical_claims.paid_amount<>'0' AND  source_to_concept_map.mapping_type = 'CONDITION-PROCEDURE'
44,raw.vt_medical_claims to std.procedure_cost2,std,procedure_cost,procedure_cost_source_identifier,VALUE,6,,,vt_medical_claims.icn_number||'-'||vt_medical_claims.icn_detail_number
